"source" "journal" "statcheck_journal" "year_published" "date_received" "period" "nr_nhst" "nr_errors" "nr_dec_errors" "perc_errors" "perc_dec_errors"
"Are Forensic Experts Biased by the Side That Retained Them " "PS" 1 2013 2012-09-17 0 12 2 0 16.67 0
"Are Normal Narcissists Psychologically Healthy   Self-Esteem Matters  EBSCOhost" "JPSP" 0 2004 2003-06-20 0 27 0 0 0 0
"Are numbers gendered   EBSCOhost" "JEPG" 0 2012 2011-01-23 0 18 1 0 5.56 0
"Are people excessive or judicious in their egocentrism  A modeling approach...  EBSCOhost" "JPSP" 0 2008 2007-09-10 0 38 0 0 0 0
"Are Plasma Oxytocin in Women and Plasma Vasopressin in Men Biomarkers of Distressed Pair-Bond Relationships " "PS" 1 2010 2009-03-05 0 5 3 2 60 40
"Are Probabilities Overweighted or Underweighted When Rare Outcomes Are Experienced (Rarely) " "PS" 1 2009 2007-11-07 0 13 0 0 0 0
"Are Representations in Working Memory Distinct From Representations in Long-Term Memory " "PS" 1 2010 2009-01-06 0 13 2 0 15.38 0
"Are self-enhancing cognitions associated with healthy or unhealthy biologic...  EBSCOhost" "JPSP" 0 2003 2002-09-25 0 40 7 6 17.5 15
"Are We More Moral Than We Think " "PS" 1 2011 2010-08-19 0 5 0 0 0 0
"Are we on the same wavelength  Interpersonal complementarity as shared cycl...  EBSCOhost" "JPSP" 0 2009 2008-10-13 0 2 0 0 0 0
"Are you happy for me  How sharing positive events with others provides pers...  EBSCOhost" "JPSP" 0 2010 2009-03-17 0 50 1 0 2 0
"Arousal Increases Social Transmission of Information" "PS" 1 2011 2011-01-24 0 5 0 0 0 0
"Art and authenticity  The importance of originals in judgments of value  EBSCOhost" "JEPG" 0 2012 2011-05-02 0 26 1 0 3.85 0
"As Pleasure Unfolds" "PS" 1 2010 2009-08-17 0 18 1 0 5.56 0
"Assertiveness expectancies  How hard people push depends on the consequence...  EBSCOhost" "JPSP" 0 2008 2006-12-27 0 48 15 0 31.25 0
"Assessing the Seeds of Relationship Decay" "PS" 1 2010 2009-08-03 0 6 0 0 0 0
"Assessing the Validity of Implicit Egotism  A Reply to Gallucci (2003)  EBSCOhost" "JPSP" 0 2003 2003-03-01 0 3 0 0 0 0
"Assimilation for Affiliation and Contrast for Control  Complementary Self-C...  EBSCOhost" "JPSP" 0 2003 2002-08-26 0 38 1 0 2.63 0
"Associating Unseen Events" "PS" 1 2005 2003-09-11 0 3 3 2 100 66.67
"Association Between Polymorphisms in the Dopamine Transporter Gene and Depression" "PS" 1 2008 2007-01-08 0 4 0 0 0 0
"Associative and Categorical Relations in the Associative Memory Illusion" "PS" 1 2005 2003-09-22 0 34 0 0 0 0
"Associative and strategic components of episodic memory  A life-span dissoc...  EBSCOhost" "JEPG" 0 2008 2007-10-02 0 74 1 0 1.35 0
"Associative Repetition Priming as a Measure of Human Contingency Learning  ...  EBSCOhost" "JEPG" 0 2012 2011-02-15 0 20 2 0 10 0
"Asymmetric Discounting in Intertemporal Choice" "PS" 1 2007 2006-04-25 0 8 2 0 25 0
"Asymmetries in predictive and diagnostic reasoning  EBSCOhost" "JEPG" 0 2011 2009-12-17 0 46 1 0 2.17 0
"Asymmetry in Judgments of Moral Blame and Praise" "PS" 1 2003 2002-03-13 0 20 1 0 5 0
"Asymmetry in Resting Intracortical Activity as a Buffer to Social Threat" "PS" 1 2011 2010-10-01 0 15 4 1 26.67 6.67
"At the boundaries of automaticity  Negation as reflective operation  EBSCOhost" "JPSP" 0 2006 2005-05-01 0 61 4 0 6.56 0
"At the intersection of culture and religion  A cultural analysis of religio...  EBSCOhost" "JPSP" 0 2011 2010-02-28 0 29 2 0 6.9 0
"Attachment-related affective dynamics  Differential reactivity to others' i...  EBSCOhost" "JPSP" 0 2011 2009-06-12 0 50 6 0 12 0
"Attachment-Related Strategies During Thought Suppression  Ironic Rebounds a...  EBSCOhost" "JPSP" 0 2004 NA NA 28 2 0 7.14 0
"Attachment and exploration in adulthood  EBSCOhost" "JPSP" 0 2003 2002-05-13 0 33 0 0 0 0
"Attachment and the experience and expression of emotions in romantic relati...  EBSCOhost" "JPSP" 0 2007 2005-11-07 0 5 0 0 0 0
"Attachment Anxiety Is Linked to Alterations in Cortisol Production and Cellular Immunity" "PS" 1 2013 2011-12-16 0 10 0 0 0 0
"Attachment insecurities and the processing of threat-related information  S...  EBSCOhost" "JPSP" 0 2011 2010-04-26 0 19 2 1 10.53 5.26
"Attachment orientations and depression  A longitudinal study of new parents  EBSCOhost" "JPSP" 0 2011 2010-03-26 0 8 1 0 12.5 0
"Attachment theory and group processes  The association between attachment s...  EBSCOhost" "JPSP" 0 2003 2002-01-08 0 12 1 0 8.33 0
"Attachment Working Models Twist Memories of Relationship Events" "PS" 1 2010 2008-12-04 0 10 1 0 10 0
"Attachment, authenticity, and honesty  Dispositional and experimentally ind...  EBSCOhost" "JPSP" 0 2010 2009-03-10 0 12 0 0 0 0
"Attachment, Caregiving, and Altruism  Boosting Attachment Security Increase...  EBSCOhost" "JPSP" 0 2005 NA NA 47 0 0 0 0
"Attachment, Self-Esteem, Worldviews, and Terror Management  Evidence for a ...  EBSCOhost" "JPSP" 0 2005 2004-03-25 0 1 0 0 0 0
"Attention  Reaction Time and Accuracy Reveal Different Mechanisms  EBSCOhost" "JEPG" 0 2005 2003-11-26 0 47 15 8 31.91 17.02
"Attention Affects Visual Perceptual Processing Near the Hand" "PS" 1 2010 2009-09-03 0 9 0 0 0 0
"Attention and Anxiety" "PS" 1 2010 2009-02-27 0 13 1 0 7.69 0
"Attention and the Evolution of Hollywood Film" "PS" 1 2010 2009-04-07 0 2 0 0 0 0
"Attention and the Processing of Emotional Words and Names" "PS" 1 2004 2001-10-17 0 19 1 0 5.26 0
"Attention and working memory capacity  Insights from blocking, highlighting...  EBSCOhost" "JEPG" 0 2012 2011-03-31 0 9 0 0 0 0
"Attention Can Retrospectively Distort Visual Space" "PS" 1 2011 2010-07-11 0 5 0 0 0 0
"Attention control, memory updating, and emotion regulation temporarily redu...  EBSCOhost" "JEPG" 0 2007 2006-01-04 0 22 0 0 0 0
"Attention Is Spontaneously Biased Toward Regularities" "PS" 1 2013 2012-03-18 0 24 2 0 8.33 0
"Attention Restores Discrete Items to Visual Short-Term Memory" "PS" 1 2013 2011-10-09 0 5 0 0 0 0
"Attention Speeds Binocular Rivalry" "PS" 1 2006 2005-10-25 0 1 0 0 0 0
"Attentional-Tracking Acuity Is Modulated by Illusory Changes in Perceived Speed" "PS" 1 2013 2012-02-08 0 8 5 0 62.5 0
"Attentional Capture Does Not Depend on Feature Similarity, but on Target-Nontarget Relations" "PS" 1 2013 2011-12-14 0 24 3 0 12.5 0
"Attentional Enhancement Opposite a Peripheral Flash Revealed Using Change Blindness" "PS" 1 2003 2001-06-02 0 1 0 0 0 0
"Attentional episodes in visual perception  EBSCOhost" "JEPG" 0 2011 2010-07-26 0 4 0 0 0 0
"Attentional Inhibition Has Social-Emotional Consequences for Unfamiliar Faces" "PS" 1 2005 2004-04-05 0 6 0 0 0 0
"Attentional processes in stereotype formation  A common model for category ...  EBSCOhost" "JPSP" 0 2009 2007-03-27 0 33 8 4 24.24 12.12
"Attentional Rhythm  A Temporal Analogue of Object-Based Attention  EBSCOhost" "JEPG" 0 2013 2012-11-09 0 10 2 0 20 0
"Attentional sensitization of unconscious cognition  Task sets modulate subs...  EBSCOhost" "JEPG" 0 2010 2008-07-18 0 49 14 0 28.57 0
"Attentive Tracking of Objects Versus Substances" "PS" 1 2003 2002-07-07 0 14 1 0 7.14 0
"Attenuating the Link Between Threatened Egotism and Aggression" "PS" 1 2006 2005-09-15 0 20 3 1 15 5
"Attitude Formation Through Exploration  Valence Asymmetries  EBSCOhost" "JPSP" 0 2004 2004-02-23 0 84 1 0 1.19 0
"Attitude Importance and the Accumulation of Attitude-Relevant Knowledge in ...  EBSCOhost" "JPSP" 0 2005 2002-12-12 0 50 6 4 12 8
"Attitudes in the Social Context  The Impact of Social Network Composition o...  EBSCOhost" "JPSP" 0 2004 2003-04-13 0 28 0 0 0 0
"Attitudes toward emotions  EBSCOhost" "JPSP" 0 2011 2010-09-15 0 21 1 1 4.76 4.76
"Attitudes without objects  Evidence for a dispositional attitude, its measu...  EBSCOhost" "JPSP" 0 2013 2012-05-26 0 1 0 0 0 0
"Attraction, personality, and prejudice  Liking none of the people most of t...  EBSCOhost" "JPSP" 0 2007 2005-09-12 0 56 8 1 14.29 1.79
"Attributing False Beliefs About Object Identity Reveals a Signature Blind Spot in Humans’ Efficient Mind-Reading System" "PS" 1 2013 2012-01-25 0 13 4 0 30.77 0
"Attribution of Beliefs by 13-Month-Old Infants" "PS" 1 2007 2006-07-25 0 9 1 1 11.11 11.11
"Attribution of Dispositional States by 12-Month-Olds" "PS" 1 2003 2002-06-04 0 3 0 0 0 0
"Audience-tuning effects on memory  The role of shared reality  EBSCOhost" "JPSP" 0 2005 2004-06-09 0 63 2 1 3.17 1.59
"Auditory Change Detection  Simple Sounds Are Not Memorized Better Than Complex Sounds" "PS" 1 2008 2007-05-11 0 11 0 0 0 0
"Authoritarian dynamics and unethical decision making  High social dominance...  EBSCOhost" "JPSP" 0 2007 2004-04-23 0 48 0 0 0 0
"Automatic and controlled components of judgment and decision making  EBSCOhost" "JPSP" 0 2006 2005-05-01 0 6 1 0 16.67 0
"Automatic and controlled response inhibition  Associative learning in the g...  EBSCOhost" "JEPG" 0 2008 2007-11-14 0 12 1 0 8.33 0
"Automatic effort mobilization and the principle of resource conservation  O...  EBSCOhost" "JPSP" 0 2013 2012-07-23 0 31 4 1 12.9 3.23
"Automatic for the people  How representations of significant others implici...  EBSCOhost" "JPSP" 0 2003 2002-04-01 0 81 6 3 7.41 3.7
"Automatic optimism  The affective basis of judgments about the likelihood o...  EBSCOhost" "JEPG" 0 2009 2008-04-29 0 38 2 0 5.26 0
"Automatic prejudice in childhood and early adolescence  EBSCOhost" "JPSP" 0 2010 2009-02-10 0 79 9 2 11.39 2.53
"Automatic processing of psychological distance  Evidence from a Stroop task  EBSCOhost" "JEPG" 0 2007 2006-08-02 0 22 4 0 18.18 0
"Automatic Semantic Activation Is No Myth" "PS" 1 2004 2003-10-14 0 4 0 0 0 0
"Automatic social behavior as motivated preparation to interact  EBSCOhost" "JPSP" 0 2006 2004-10-27 0 24 6 1 25 4.17
"Automation Can Lead to Confounds in Text Analysis" "PS" 1 2011 2010-09-20 0 2 1 0 50 0
"Aversive life events enhance human freezing responses  EBSCOhost" "JEPG" 0 2012 2011-01-15 0 17 6 1 35.29 5.88
"Avoiding the Death Risk of Avoiding a Dread Risk" "PS" 1 2005 2004-10-11 0 6 0 0 0 0
"Awareness Becomes Necessary Between Adaptive Pattern Coding of Open and Closed Curvatures" "PS" 1 2011 2010-09-19 0 18 0 0 0 0
"Awe Expands People’s Perception of Time, Alters Decision Making, and Enhances Well-Being" "PS" 1 2012 2011-05-06 0 15 1 0 6.67 0
"Babies Catch a Break" "PS" 1 2011 2010-12-30 0 3 1 0 33.33 0
"Bad but Bold  Ambivalent Attitudes Toward Men Predict Gender Inequality in ...  EBSCOhost" "JPSP" 0 2004 2003-04-17 0 9 1 0 11.11 0
"Bad Drives Psychological Reactions, but Good Propels Behavior" "PS" 1 2009 2008-08-26 0 22 2 0 9.09 0
"Balancing connectedness and self-protection goals in close relationships  A...  EBSCOhost" "JPSP" 0 2008 2007-05-09 0 50 2 0 4 0
"Balancing the “Inner” and the “Outer” Self  Interoceptive Sensitivity Modul...  EBSCOhost" "JEPG" 0 2013 2012-12-06 0 31 3 0 9.68 0
"Banking on a Bad Bet" "PS" 1 2011 2010-11-16 0 6 0 0 0 0
"Basic Traits Predict the Prevalence of Personality Disorder Across the Life Span" "PS" 1 2013 2012-04-24 0 8 4 1 50 12.5
"Bayesian estimation supersedes the t test  EBSCOhost" "JEPG" 0 2013 2011-06-13 0 5 0 0 0 0
"Be better or be merry  How mood affects self-control  EBSCOhost" "JPSP" 0 2007 2005-11-17 0 50 3 0 6 0
"Beat them or ban them  The characteristics and social functions of anger an...  EBSCOhost" "JPSP" 0 2007 2006-06-06 0 68 5 0 7.35 0
"Beauty at the Ballot Box" "PS" 1 2013 2013-03-12 0 12 1 0 8.33 0
"Becoming a Vampire Without Being Bitten" "PS" 1 2011 2011-02-02 0 10 1 0 10 0
"Becoming Friends by Chance" "PS" 1 2008 2007-08-13 0 6 0 0 0 0
"Behavioral Components of Impulsivity  EBSCOhost" "JEPG" 0 2013 2012-01-07 0 26 0 0 0 0
"Behavioral Confirmation of Everyday Sadism" "PS" 1 2013 2012-12-12 0 21 3 0 14.29 0
"Being bad isn't always good  Affective context moderates the attention bias...  EBSCOhost" "JPSP" 0 2006 2004-07-08 0 16 2 0 12.5 0
"Being Moved" "PS" 1 2010 2009-04-25 0 11 0 0 0 0
"Being present in the face of existential threat  The role of trait mindfuln...  EBSCOhost" "JPSP" 0 2010 2009-05-15 0 6 0 0 0 0
"Beliefs about birth rank and their reflection in reality  EBSCOhost" "JPSP" 0 2003 2002-09-06 0 6 0 0 0 0
"Beliefs about emotional residue  The idea that emotions leave a trace in th...  EBSCOhost" "JPSP" 0 2011 2010-06-25 0 56 5 2 8.93 3.57
"Beliefs About Essences and the Reality of Mental Disorders" "PS" 1 2006 2005-08-11 0 2 0 0 0 0
"Believe It or Not" "PS" 1 2005 2004-06-17 0 10 0 0 0 0
"Believing Is Seeing" "PS" 1 2006 2005-01-12 0 15 1 0 6.67 0
"Beneficiary or Benefactor" "PS" 1 2012 2011-09-12 0 20 2 0 10 0
"Benefits of Expressing Gratitude" "PS" 1 2010 2009-06-01 0 5 1 0 20 0
"Benevolent cognitions as a strategy of relationship maintenance  'Don't swe...  EBSCOhost" "JPSP" 0 2008 2007-04-19 0 19 2 1 10.53 5.26
"Benign Violations" "PS" 1 2010 2009-09-23 0 13 0 0 0 0
"Better Mood and Better Performance" "PS" 1 2010 2010-04-07 0 7 1 0 14.29 0
"Better the DVL You Know" "PS" 1 2007 2006-04-19 0 3 2 0 66.67 0
"Between Self-Interest and Reciprocity  The Social Bright Side of Self-Contr...  EBSCOhost" "JEPG" 0 2013 2012-11-27 0 12 2 1 16.67 8.33
"Beyond Anti-Muslim Sentiment" "PS" 1 2011 2010-12-07 0 23 0 0 0 0
"Beyond Fear" "PS" 1 2008 2007-06-23 0 13 3 0 23.08 0
"Beyond gains and losses  The effect of need on risky choice in framed decis...  EBSCOhost" "JPSP" 0 2012 2011-11-07 0 26 11 2 42.31 7.69
"Beyond global sociosexual orientations  A more differentiated look at socio...  EBSCOhost" "JPSP" 0 2008 2007-05-09 0 46 2 0 4.35 0
"Beyond Heritability" "PS" 1 2005 2004-03-09 0 17 0 0 0 0
"Beyond self-esteem  Influence of multiple motives on identity construction  EBSCOhost" "JPSP" 0 2006 2003-09-24 0 19 0 0 0 0
"Biased allocation of faces to social categories  EBSCOhost" "JPSP" 0 2011 2010-04-14 0 37 3 1 8.11 2.7
"Biased Language Use in Stereotype Maintenance  The Role of Encoding and Goa...  EBSCOhost" "JPSP" 0 2005 2004-12-31 0 37 0 0 0 0
"Bidirectionality, mediation, and moderation of metaphorical effects  The em...  EBSCOhost" "JPSP" 0 2012 2011-08-15 0 21 0 0 0 0
"Big Five predictors of behavior and perceptions in initial dyadic interacti...  EBSCOhost" "JPSP" 0 2009 2008-09-01 0 18 0 0 0 0
"Big Time Is Not Always Long" "PS" 1 2011 2010-07-12 0 6 0 0 0 0
"Bilingualism Enriches the Poor" "PS" 1 2012 2012-01-10 0 7 0 0 0 0
"Binding and Inhibition in Working Memory  Individual and Age Differences in...  EBSCOhost" "JEPG" 0 2005 2003-12-05 0 7 1 0 14.29 0
"Binding of intrinsic and extrinsic features in working memory  EBSCOhost" "JEPG" 0 2013 2012-03-15 0 3 0 0 0 0
"Biological conceptions of race and the motivation to cross racial boundarie...  EBSCOhost" "JPSP" 0 2008 2005-10-21 0 17 5 5 29.41 29.41
"Bipolar spectrum–substance use co-occurrence  Behavioral approach system (B...  EBSCOhost" "JPSP" 0 2009 2008-10-21 0 13 3 0 23.08 0
"Birds of a feather and birds flocking together  Physical versus behavioral ...  EBSCOhost" "JPSP" 0 2006 2003-06-03 0 55 1 1 1.82 1.82
"Black + White = Black" "PS" 1 2008 2007-10-27 0 6 0 0 0 0
"Blatant benevolence and conspicuous consumption  When romantic motives elic...  EBSCOhost" "JPSP" 0 2007 2006-06-06 0 24 2 1 8.33 4.17
"Blinded by the accent! The minor role of looks in ethnic categorization  EBSCOhost" "JPSP" 0 2011 2010-01-19 0 20 3 0 15 0
"Blindness for Unchanging Targets in the Absence of Motion Filtering" "PS" 1 2005 2004-04-23 0 4 1 0 25 0
"Blocking in category learning  EBSCOhost" "JEPG" 0 2007 2006-05-26 0 5 0 0 0 0
"Blood is thicker than water  Kinship orientation across adulthood  EBSCOhost" "JPSP" 0 2003 2001-12-01 0 9 1 0 11.11 0
"Blowing in the (social) wind  Implications of extrinsic esteem contingencie...  EBSCOhost" "JPSP" 0 2009 2008-02-25 0 19 1 0 5.26 0
"Bodies obliged and unbound  Differentiated response tendencies for injuncti...  EBSCOhost" "JPSP" 0 2011 2010-01-12 0 18 0 0 0 0
"Body-Specific Representations of Action Verbs" "PS" 1 2010 2009-02-07 0 7 1 0 14.29 0
"Body Configuration Modulates the Usage of Local Cues to Direction in Biological-Motion Perception" "PS" 1 2011 2011-01-25 0 8 0 0 0 0
"Boosting beauty in an economic decline  Mating, spending, and the lipstick ...  EBSCOhost" "JPSP" 0 2012 2011-07-21 0 52 10 1 19.23 1.92
"Boosting wisdom  Distance from the self enhances wise reasoning, attitudes,...  EBSCOhost" "JEPG" 0 2012 2011-03-16 0 9 0 0 0 0
"Border Bias" "PS" 1 2010 2010-02-02 0 8 4 1 50 12.5
"Both Predator and Prey" "PS" 1 2008 2007-08-03 0 25 0 0 0 0
"Bottom-Up and Top-Down Processes in Emotion Generation" "PS" 1 2009 2008-07-08 0 3 0 0 0 0
"Boundary Conditions on Unconscious Thought in Complex Decision Making" "PS" 1 2008 2007-10-11 0 28 6 1 21.43 3.57
"Brains That Are out of Tune but in Time" "PS" 1 2004 NA NA 6 0 0 0 0
"Breaking the Cycle of Mistrust  Wise Interventions to Provide Critical Feed...  EBSCOhost" "JEPG" 0 2013 2012-07-09 0 101 27 0 26.73 0
"Bridging the partisan divide  Self-affirmation reduces ideological closed-m...  EBSCOhost" "JPSP" 0 2007 2005-09-14 0 25 2 0 8 0
"Brief Wakeful Resting Boosts New Memories Over the Long Term" "PS" 1 2012 2011-11-10 0 13 0 0 0 0
"Bring it on  Angry facial expressions potentiate approach-motivated motor b...  EBSCOhost" "JPSP" 0 2010 2009-06-04 0 27 2 0 7.41 0
"Bringing the Frame Into Focus  The Influence of Regulatory Fit on Processin...  EBSCOhost" "JPSP" 0 2004 2002-06-27 0 67 19 8 28.36 11.94
"Brittle smiles  Positive biases toward stigmatized and outgroup targets  EBSCOhost" "JEPG" 0 2013 2012-02-25 0 15 1 0 6.67 0
"Buffer the Pain Away" "PS" 1 2012 2012-04-23 0 5 1 0 20 0
"But for the bad, there would not be good  Grounding valence in brightness t...  EBSCOhost" "JEPG" 0 2012 2011-09-13 0 29 5 2 17.24 6.9
"Buyer's remorse or missed opportunity  Differential regrets for material an...  EBSCOhost" "JPSP" 0 2012 2011-03-17 0 21 3 0 14.29 0
"Buying Behavior as a Function of Parametric Variation of Number of Choices" "PS" 1 2007 2006-04-26 0 4 1 0 25 0
"Buzzwords" "PS" 1 2007 2006-08-04 0 14 1 0 7.14 0
"Calibrating the Response to Health Warnings" "PS" 1 2011 2010-06-24 0 6 0 0 0 0
"Calibrating the sociometer  The relational contingencies of self-esteem  EBSCOhost" "JPSP" 0 2003 2002-09-10 0 2 0 0 0 0
"Can't take my eyes off you  Attentional adhesion to mates and rivals  EBSCOhost" "JPSP" 0 2007 2006-02-09 0 13 0 0 0 0
"Can a Nonspecific Bias Toward Top-Heavy Patterns Explain Newborns' Face Preference " "PS" 1 2004 NA NA 6 1 0 16.67 0
"Can a Self-Propelled Box Have a Goal " "PS" 1 2005 2003-12-01 0 7 0 0 0 0
"Can an Agentic Black Woman Get Ahead  The Impact of Race and Interpersonal Dominance on Perceptions of Female Leaders" "PS" 1 2012 2011-06-06 0 14 3 0 21.43 0
"Can an Angry Woman Get Ahead " "PS" 1 2008 2007-03-16 0 6 1 1 16.67 16.67
"Can Cross-Group Friendships Influence Minority Students' Well-Being at Historically White Universities " "PS" 1 2008 2007-11-10 0 24 1 0 4.17 0
"Can Emotion Regulation Change Political Attitudes in Intractable Conflicts  From the Laboratory to the Field" "PS" 1 2013 2012-01-21 0 9 4 2 44.44 22.22
"Can emotions be truly group level  Evidence regarding four conceptual crite...  EBSCOhost" "JPSP" 0 2007 2006-04-18 0 3 0 0 0 0
"Can everyone become highly intelligent  Cultural differences in and societa...  EBSCOhost" "JPSP" 0 2012 2011-01-19 0 57 5 2 8.77 3.51
"Can Florida Become Like the Next Florida " "PS" 1 2006 2005-10-21 0 2 0 0 0 0
"Can I count on you to be there for me  Individual differences in a knowledg...  EBSCOhost" "JPSP" 0 2007 2006-02-23 0 4 1 0 25 0
"Can Infants Map Meaning to Newly Segmented Words " "PS" 1 2007 2006-03-13 0 8 0 0 0 0
"Can self-verification strivings fully transcend the self–other barrier  See...  EBSCOhost" "JPSP" 0 2009 2008-12-22 0 132 14 2 10.61 1.52
"Can the absence of prejudice be more threatening than its presence  It depe...  EBSCOhost" "JPSP" 0 2010 2010-03-25 0 11 0 0 0 0
