"source" "journal" "statcheck_journal" "year_published" "date_received" "period" "nr_nhst" "nr_errors" "nr_dec_errors" "perc_errors" "perc_dec_errors"
"Aversive life events enhance human freezing responses  EBSCOhost" "JEPG" 0 2012 2011-01-15 0 17 2 0 11.76 0
"Avoiding the Death Risk of Avoiding a Dread Risk" "PS" 1 2005 2004-10-11 0 6 0 0 0 0
"Awareness Becomes Necessary Between Adaptive Pattern Coding of Open and Closed Curvatures" "PS" 1 2011 2010-09-19 0 18 0 0 0 0
"Awe Expands People’s Perception of Time, Alters Decision Making, and Enhances Well-Being" "PS" 1 2012 2011-05-06 0 15 1 0 6.67 0
"Babies Catch a Break" "PS" 1 2011 2010-12-30 0 3 1 0 33.33 0
"Bad Drives Psychological Reactions, but Good Propels Behavior" "PS" 1 2009 2008-08-26 0 22 2 0 9.09 0
"Balancing the “Inner” and the “Outer” Self  Interoceptive Sensitivity Modul...  EBSCOhost" "JEPG" 0 2013 2012-12-06 0 31 0 0 0 0
"Banking on a Bad Bet" "PS" 1 2011 2010-11-16 0 6 0 0 0 0
"Basic Traits Predict the Prevalence of Personality Disorder Across the Life Span" "PS" 1 2013 2012-04-24 0 8 4 1 50 12.5
"Bayesian estimation supersedes the t test  EBSCOhost" "JEPG" 0 2013 2011-06-13 0 5 0 0 0 0
"Be better or be merry  How mood affects self-control  EBSCOhost" "JPSP" 0 2007 2005-11-17 0 50 3 0 6 0
"Beauty at the Ballot Box" "PS" 1 2013 2013-03-12 0 12 1 0 8.33 0
"Becoming Friends by Chance" "PS" 1 2008 2007-08-13 0 6 0 0 0 0
"Becoming a Vampire Without Being Bitten" "PS" 1 2011 2011-02-02 0 10 1 0 10 0
"Behavioral Components of Impulsivity  EBSCOhost" "JEPG" 0 2013 2012-01-07 0 26 0 0 0 0
"Behavioral Confirmation of Everyday Sadism" "PS" 1 2013 2012-12-12 0 21 2 0 9.52 0
"Being Moved" "PS" 1 2010 2009-04-25 0 11 0 0 0 0
"Being bad isn't always good  Affective context moderates the attention bias...  EBSCOhost" "JPSP" 0 2006 2004-07-08 0 16 1 0 6.25 0
"Beliefs About Essences and the Reality of Mental Disorders" "PS" 1 2006 2005-08-11 0 2 0 0 0 0
"Beliefs about emotional residue  The idea that emotions leave a trace in th...  EBSCOhost" "JPSP" 0 2011 2010-06-25 0 56 3 0 5.36 0
"Believe It or Not" "PS" 1 2005 2004-06-17 0 10 0 0 0 0
"Believing Is Seeing" "PS" 1 2006 2005-01-12 0 16 1 0 6.25 0
"Beneficiary or Benefactor" "PS" 1 2012 2011-09-12 0 20 1 0 5 0
"Benefits of Expressing Gratitude" "PS" 1 2010 2009-06-01 0 5 1 0 20 0
"Benign Violations" "PS" 1 2010 2009-09-23 0 13 0 0 0 0
"Better Mood and Better Performance" "PS" 1 2010 2010-04-07 0 7 1 0 14.29 0
"Better the DVL You Know" "PS" 1 2007 2006-04-19 0 3 2 0 66.67 0
"Between Self-Interest and Reciprocity  The Social Bright Side of Self-Contr...  EBSCOhost" "JEPG" 0 2013 2012-11-27 0 12 1 0 8.33 0
"Beyond Anti-Muslim Sentiment" "PS" 1 2011 2010-12-07 0 23 0 0 0 0
"Beyond Fear" "PS" 1 2008 2007-06-23 0 13 1 0 7.69 0
"Beyond Heritability" "PS" 1 2005 2004-03-09 0 17 0 0 0 0
"Beyond a mask and against the bottleneck_ Retroactive dual-task interferenc..._ EBSCOhost" "JEPG" 0 2013 2012-07-31 0 23 1 0 4.35 0
"Beyond gains and losses  The effect of need on risky choice in framed decis...  EBSCOhost" "JPSP" 0 2012 2011-11-07 0 26 10 1 38.46 3.85
"Biased Language Use in Stereotype Maintenance  The Role of Encoding and Goa...  EBSCOhost" "JPSP" 0 2005 2004-12-31 0 37 0 0 0 0
"Bidirectionality, mediation, and moderation of metaphorical effects  The em...  EBSCOhost" "JPSP" 0 2012 2011-08-15 0 21 0 0 0 0
"Big Time Is Not Always Long" "PS" 1 2011 2010-07-12 0 6 0 0 0 0
"Bilingualism Enriches the Poor" "PS" 1 2012 2012-01-10 0 7 0 0 0 0
"Binding and Inhibition in Working Memory  Individual and Age Differences in...  EBSCOhost" "JEPG" 0 2005 2003-12-05 0 7 1 0 14.29 0
"Binding of intrinsic and extrinsic features in working memory  EBSCOhost" "JEPG" 0 2013 2012-03-15 0 3 0 0 0 0
"Birds of a feather and birds flocking together  Physical versus behavioral ...  EBSCOhost" "JPSP" 0 2006 2003-06-03 0 55 0 0 0 0
"Black + White = Black" "PS" 1 2008 2007-10-27 0 6 0 0 0 0
"Blinded by the accent! The minor role of looks in ethnic categorization  EBSCOhost" "JPSP" 0 2011 2010-01-19 0 20 3 0 15 0
"Blindness for Unchanging Targets in the Absence of Motion Filtering" "PS" 1 2005 2004-04-23 0 4 1 0 25 0
"Blocking in category learning  EBSCOhost" "JEPG" 0 2007 2006-05-26 0 5 0 0 0 0
"Body Configuration Modulates the Usage of Local Cues to Direction in Biological-Motion Perception" "PS" 1 2011 2011-01-25 0 8 0 0 0 0
"Body-Specific Representations of Action Verbs" "PS" 1 2010 2009-02-07 0 7 1 0 14.29 0
"Boosting wisdom  Distance from the self enhances wise reasoning, attitudes,...  EBSCOhost" "JEPG" 0 2012 2011-03-16 0 9 0 0 0 0
"Border Bias" "PS" 1 2010 2010-02-02 0 8 4 1 50 12.5
"Both Predator and Prey" "PS" 1 2008 2007-08-03 0 25 0 0 0 0
"Bottom-Up and Top-Down Processes in Emotion Generation" "PS" 1 2009 2008-07-08 0 3 0 0 0 0
"Boundary Conditions on Unconscious Thought in Complex Decision Making" "PS" 1 2008 2007-10-11 0 28 6 1 21.43 3.57
"Brains That Are out of Tune but in Time" "PS" 1 2004 NA NA 6 0 0 0 0
"Breaking the Cycle of Mistrust  Wise Interventions to Provide Critical Feed...  EBSCOhost" "JEPG" 0 2013 2012-07-09 0 101 20 0 19.8 0
"Brief Wakeful Resting Boosts New Memories Over the Long Term" "PS" 1 2012 2011-11-10 0 13 0 0 0 0
"Bring it on  Angry facial expressions potentiate approach-motivated motor b...  EBSCOhost" "JPSP" 0 2010 2009-06-04 0 27 2 0 7.41 0
"Bringing the Frame Into Focus  The Influence of Regulatory Fit on Processin...  EBSCOhost" "JPSP" 0 2004 2002-06-27 0 67 5 2 7.46 2.99
"Brittle smiles  Positive biases toward stigmatized and outgroup targets  EBSCOhost" "JEPG" 0 2013 2012-02-25 0 15 0 0 0 0
"Buffer the Pain Away" "PS" 1 2012 2012-04-23 0 5 1 0 20 0
"But for the bad, there would not be good  Grounding valence in brightness t...  EBSCOhost" "JEPG" 0 2012 2011-09-13 0 29 1 0 3.45 0
"Buyer's remorse or missed opportunity  Differential regrets for material an...  EBSCOhost" "JPSP" 0 2012 2011-03-17 0 21 3 0 14.29 0
"Buying Behavior as a Function of Parametric Variation of Number of Choices" "PS" 1 2007 2006-04-26 0 4 1 0 25 0
"Buzzwords" "PS" 1 2007 2006-08-04 0 14 1 0 7.14 0
"Calibrating the Response to Health Warnings" "PS" 1 2011 2010-06-24 0 6 0 0 0 0
"Can Cross-Group Friendships Influence Minority Students' Well-Being at Historically White Universities " "PS" 1 2008 2007-11-10 0 24 1 0 4.17 0
"Can Emotion Regulation Change Political Attitudes in Intractable Conflicts  From the Laboratory to the Field" "PS" 1 2013 2012-01-21 0 9 4 2 44.44 22.22
"Can Florida Become Like the Next Florida " "PS" 1 2006 2005-10-21 0 2 0 0 0 0
"Can Infants Map Meaning to Newly Segmented Words " "PS" 1 2007 2006-03-13 0 8 0 0 0 0
"Can Victoria's Secret change the future  A subjective time perception accou...  EBSCOhost" "JEPG" 0 2013 2011-02-17 0 33 3 0 9.09 0
"Can a Nonspecific Bias Toward Top-Heavy Patterns Explain Newborns' Face Preference " "PS" 1 2004 NA NA 6 1 0 16.67 0
"Can a Self-Propelled Box Have a Goal " "PS" 1 2005 2003-12-01 0 7 0 0 0 0
"Can an Agentic Black Woman Get Ahead  The Impact of Race and Interpersonal Dominance on Perceptions of Female Leaders" "PS" 1 2012 2011-06-06 0 14 3 0 21.43 0
"Can an Angry Woman Get Ahead " "PS" 1 2008 2007-03-16 0 6 1 1 16.67 16.67
"Cancer and the threat of death  The cognitive dynamics of death-thought sup...  EBSCOhost" "JPSP" 0 2007 2005-10-17 0 29 1 0 3.45 0
"Carrot Eaters or Moving Heads" "PS" 1 2012 2011-04-19 0 9 0 0 0 0
"Cascading Reminiscence Bumps in Popular Music" "PS" 1 2013 2012-12-29 0 14 10 9 71.43 64.29
"Casuistry and Social Category Bias  EBSCOhost" "JPSP" 0 2004 2004-01-27 0 39 2 1 5.13 2.56
"Categorical Scaling of Duration Bisection in Pigeons (Columba livia), Mice (Mus musculus), and Humans (Homo sapiens)" "PS" 1 2008 2007-08-05 0 4 0 0 0 0
"Categorizing Others  The Dynamics of Person Construal  EBSCOhost" "JPSP" 0 2005 2003-11-06 0 22 1 0 4.55 0
"Category Learning in Rhesus Monkeys  A Study of the Shepard, Hovland, and J...  EBSCOhost" "JEPG" 0 2004 2003-06-16 0 10 2 0 20 0
"Causal relations and feature similarity in children's inductive reasoning  EBSCOhost" "JEPG" 0 2007 2005-09-12 0 21 0 0 0 0
"Causes and Consequences of Expectation Trajectories" "PS" 1 2013 2012-01-31 0 3 2 0 66.67 0
"Central Interference in Driving" "PS" 1 2006 2005-01-12 0 17 1 0 5.88 0
"Central Slowing During the Night" "PS" 1 2007 2006-05-19 0 6 0 0 0 0
"Change We Can Believe In" "PS" 1 2012 2011-06-28 0 12 3 0 25 0
"Changes in Anterior Cingulate and Amygdala After Cognitive Behavior Therapy of Posttraumatic Stress Disorder" "PS" 1 2007 2006-02-02 0 3 3 2 100 66.67
"Changes in EEG Cross-Frequency Coupling During Cognitive Behavioral Therapy for Social Anxiety Disorder" "PS" 1 2011 2010-07-20 0 6 0 0 0 0
"Changing Brains, Changing Perspectives" "PS" 1 2011 2010-05-07 0 6 1 0 16.67 0
"Changing Circumstances, Disrupting Habits  EBSCOhost" "JPSP" 0 2005 2004-03-02 0 2 0 0 0 0
"Changing beliefs and behavior through experience-taking  EBSCOhost" "JPSP" 0 2012 2011-07-25 0 61 9 3 14.75 4.92
"Character Strengths Before and After September 11" "PS" 1 2003 2002-04-08 0 8 0 0 0 0
"Chemosignals Communicate Human Emotions" "PS" 1 2012 2012-01-31 0 27 5 1 18.52 3.7
"Chess masters show a hallmark of face processing with chess  EBSCOhost" "JEPG" 0 2012 2011-02-11 0 12 0 0 0 0
"Chicken Soup Really Is Good for the Soul" "PS" 1 2011 2010-09-13 0 15 0 0 0 0
"Chicks Like Consonant Music" "PS" 1 2011 2011-02-07 0 6 0 0 0 0
"Child-Care History, Classroom Composition, and Children's Functioning in Kindergarten" "PS" 1 2007 2007-02-17 0 2 0 0 0 0
"Childhood Amnesia in the Making  Different Distributions of Autobiographica...  EBSCOhost" "JEPG" 0 2013 2013-02-04 0 8 0 0 0 0
"Childhood Socioeconomic Status Amplifies Genetic Effects on Adult Intelligence" "PS" 1 2013 2012-06-29 0 4 0 0 0 0
"Children (but Not Adults) Can Inhibit False Memories" "PS" 1 2005 2005-01-28 0 6 1 0 16.67 0
"Children Are Cursed" "PS" 1 2003 2002-03-28 0 16 1 0 6.25 0
"Children Develop a Veil of Fairness  EBSCOhost" "JEPG" 0 2013 2012-07-23 0 8 1 0 12.5 0
"Children Learn When Their Teacher's Gestures and Speech Differ" "PS" 1 2005 2004-01-21 0 6 0 0 0 0
"Children Value Informativity Over Logic in Word Learning" "PS" 1 2013 2012-02-27 0 10 2 1 20 10
"Children discard a resource to avoid inequity  EBSCOhost" "JEPG" 0 2012 2011-04-29 0 6 4 0 66.67 0
"Children's Biased Evaluations of Lucky Versus Unlucky People and Their Social Groups" "PS" 1 2006 2006-01-03 0 1 0 0 0 0
"Children's Emotional False Memories" "PS" 1 2007 2006-12-07 0 7 0 0 0 0
"Children's Reliance on Creator's Intent in Extending Names for Artifacts" "PS" 1 2003 2002-03-18 0 11 0 0 0 0
"Children’s Responses to the Rubber-Hand Illusion Reveal Dissociable Pathways in Body Representation" "PS" 1 2013 2012-03-19 0 33 9 0 27.27 0
"Chimpanzees Remember the Results of One-by-One Addition of Food Items to Sets Over Extended Time Periods" "PS" 1 2004 2002-10-01 0 2 0 0 0 0
"Chinese Children Excel on Novel Mathematics Problems Even Before Elementary School" "PS" 1 2008 2008-01-11 0 11 0 0 0 0
"Choice by value encoding and value construction  Processes of loss aversion  EBSCOhost" "JEPG" 0 2011 2009-10-21 0 4 0 0 0 0
"Choking under pressure  Multiple routes to skill failure  EBSCOhost" "JEPG" 0 2011 2009-06-12 0 31 0 0 0 0
"Chronic threat and contingent belonging  Protective benefits of values affi...  EBSCOhost" "JPSP" 0 2012 2010-12-22 0 59 3 0 5.08 0
"Chunking in Task Sequences Modulates Task Inhibition" "PS" 1 2006 2005-03-09 0 8 1 0 12.5 0
"Circumventing resistance  Using values to indirectly change attitudes  EBSCOhost" "JPSP" 0 2012 2011-10-12 0 61 8 0 13.11 0
"Cleansing the Soul by Hurting the Flesh" "PS" 1 2011 2010-08-10 0 6 0 0 0 0
"Clever hands  Uncontrolled intelligence in facilitated communication  EBSCOhost" "JPSP" 0 2003 2001-12-28 0 41 3 0 7.32 0
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost" "JPSP" 0 2010 2008-06-28 0 19 2 0 10.53 0
"Cognition through a social network  The propagation of induced forgetting a...  EBSCOhost" "JEPG" 0 2012 2011-04-04 0 35 7 1 20 2.86
"Cognitive Costs of Exposure to Racial Prejudice" "PS" 1 2007 2006-08-28 0 10 0 0 0 0
"Cognitive Dissonance and the Perception of Natural Environments" "PS" 1 2007 2006-11-27 0 18 1 0 5.56 0
"Cognitive Dissonance in Groups  The Consequences of Disagreement  EBSCOhost" "JPSP" 0 2005 2003-02-19 0 71 0 0 0 0
"Cognitive Load Disrupts Implicit Theory-of-Mind Processing" "PS" 1 2012 2011-12-19 0 9 0 0 0 0
"Cognitive Mechanisms Underlying Recovered-Memory Experiences of Childhood Sexual Abuse" "PS" 1 2009 2008-04-13 0 14 0 0 0 0
"Cognitive Processes in Stereotype Formation  The Role of Correct Contingenc...  EBSCOhost" "JPSP" 0 2004 2003-11-21 0 35 0 0 0 0
"Cognitive Representation of Negative Numbers" "PS" 1 2003 2002-03-26 0 13 0 0 0 0
"Cognitive processes in associative and categorical priming  A diffusion mod...  EBSCOhost" "JEPG" 0 2013 2011-04-08 0 56 6 2 10.71 3.57
"Color Blindness and Interracial Interaction" "PS" 1 2006 2005-12-23 0 1 0 0 0 0
"Color Opponency in Synaesthetic Experiences" "PS" 1 2007 2006-08-22 0 10 1 1 10 10
"Color Preferences Are Not Universal  EBSCOhost" "JEPG" 0 2012 2012-03-16 0 3 0 0 0 0
"Color and psychological functioning  The effect of red on performance attai...  EBSCOhost" "JEPG" 0 2007 2006-02-09 0 30 0 0 0 0
"Colored-Speech Synaesthesia Is Triggered by Multisensory, Not Unisensory, Perception" "PS" 1 2009 2008-08-08 0 4 2 0 50 0
"Colorless Green Ideas (Can) Prime Furiously" "PS" 1 2012 2011-01-27 0 18 1 0 5.56 0
"Combating Automatic Autobiographical Associations" "PS" 1 2012 2011-11-21 0 5 1 0 20 0
"Comfortably Numb" "PS" 1 2009 2008-07-01 0 8 1 0 12.5 0
"Coming to Grips With the Past" "PS" 1 2013 2012-04-10 0 13 2 1 15.38 7.69
"Coming to Terms" "PS" 1 2012 2011-08-16 0 8 2 0 25 0
"Common Ground and Cultural Prominence" "PS" 1 2009 2008-05-26 0 8 1 0 12.5 0
"Common-Fate Grouping as Feature Selection" "PS" 1 2011 2010-10-28 0 6 0 0 0 0
"Communicating Shared Knowledge in Infancy" "PS" 1 2013 2010-07-12 0 4 3 0 75 0
"Communicating With the Crowd  Speakers Use Abstract Messages When Addressin...  EBSCOhost" "JEPG" 0 2013 2012-06-25 0 16 4 0 25 0
"Community Norms About Suppression of AIDS-Related Prejudice and Perceptions of Stigma by People With HIV or AIDS" "PS" 1 2011 2010-05-28 0 6 0 0 0 0
"Company, Country, Connections" "PS" 1 2010 2010-01-06 0 11 1 0 9.09 0
"Comparability Effects in Probability Judgments" "PS" 1 2012 2011-07-08 0 3 0 0 0 0
"Comparing Upward and Speeding Up" "PS" 1 2011 2010-09-02 0 2 0 0 0 0
"Comparing the Sensitivity of Manual Pursuit and Perceptual Judgments to Pictorial Depth Effects" "PS" 1 2003 2002-03-28 0 16 3 0 18.75 0
"Comparison of the Distortion of Probability Information in Decision Under Risk and an Equivalent Visual Task" "PS" 1 2012 2010-07-28 0 7 1 0 14.29 0
"Compassion Training Alters Altruism and Neural Responses to Suffering" "PS" 1 2013 2012-03-21 0 8 0 0 0 0
"Competitors Who Choose to Be Red Have Higher Testosterone Levels" "PS" 1 2013 2012-09-06 0 8 1 0 12.5 0
"Complementary Justice  Effects of 'Poor but Happy' and 'Poor but Honest' St...  EBSCOhost" "JPSP" 0 2003 2002-07-11 0 38 3 0 7.89 0
"Completing the Implicit Association Test Reduces Positive Intergroup Interaction Behavior" "PS" 1 2012 2011-05-12 0 8 0 0 0 0
"Compression in visual working memory  Using statistical regularities to for...  EBSCOhost" "JEPG" 0 2009 2008-08-01 0 14 1 0 7.14 0
"Conceptual Combination During Sentence Comprehension" "PS" 1 2007 2005-07-01 0 16 6 1 37.5 6.25
"Conceptual Penetration of Visual Processing" "PS" 1 2010 2009-06-29 0 24 2 0 8.33 0
"Conceptual distinctiveness supports detailed visual long-term memory for re...  EBSCOhost" "JEPG" 0 2010 2009-03-25 0 18 1 0 5.56 0
"Conceptualizing Control in Social Cognition  How Executive Functioning Modu...  EBSCOhost" "JPSP" 0 2005 2004-08-20 0 17 0 0 0 0
"Conclusions in Science When Theory and Data Collide" "PS" 1 2007 2006-09-06 0 2 0 0 0 0
"Conditions for Facelike Expertise With Objects" "PS" 1 2009 2008-05-29 0 11 1 0 9.09 0
"Confessions That Corrupt" "PS" 1 2012 2011-06-15 0 12 3 1 25 8.33
"Confuse Your Illusion" "PS" 1 2013 2011-11-08 0 11 0 0 0 0
"Confusing One Instrumental Other for Another  Goal Effects on Social Categorization" "PS" 1 2009 2008-12-06 0 11 0 0 0 0
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost" "JPSP" 0 2009 2008-03-25 0 49 29 13 59.18 26.53
"Connecting the Dots" "PS" 1 2013 2012-07-18 0 3 0 0 0 0
"Connecting the Dots Within" "PS" 1 2008 2008-04-03 0 12 4 0 33.33 0
"Connections From Kafka" "PS" 1 2009 2008-10-24 0 7 0 0 0 0
"Consider it done! Plan making can eliminate the cognitive effects of unfulf...  EBSCOhost" "JPSP" 0 2011 2010-06-05 0 55 0 0 0 0
"Consolidation Power of Extrinsic Rewards  Reward Cues Enhance Long-Term Mem...  EBSCOhost" "JEPG" 0 2013 2012-04-24 0 5 0 0 0 0
"Consonance and Pitch  EBSCOhost" "JEPG" 0 2013 2011-10-24 0 34 2 1 5.88 2.94
"Constraining Theories of Embodied Cognition" "PS" 1 2005 2004-01-27 0 4 0 0 0 0
"Constraints in task-set control  Modality dominance patterns among effector...  EBSCOhost" "JEPG" 0 2013 2012-06-15 0 14 1 0 7.14 0
"Construal Level and Procrastination" "PS" 1 2008 2008-04-25 0 12 4 3 33.33 25
"Construal level mind-sets moderate self- and social stereotyping  EBSCOhost" "JPSP" 0 2012 2009-10-05 0 57 1 0 1.75 0
"Construal levels and self-control  EBSCOhost" "JPSP" 0 2006 2004-12-07 0 42 3 0 7.14 0
"Constructed Criteria" "PS" 1 2005 2003-06-12 0 30 8 4 26.67 13.33
"Constructing Emotion" "PS" 1 2008 2007-09-03 0 11 2 0 18.18 0
"Construction of Preferences by Constraint Satisfaction" "PS" 1 2004 NA NA 10 1 0 10 0
"Constructivist Coding" "PS" 1 2007 2005-12-22 0 4 1 0 25 0
"Consuming Now or Later " "PS" 1 2005 2004-05-06 0 17 0 0 0 0
"Consumption After a Diet Violation" "PS" 1 2009 2008-09-25 0 7 0 0 0 0
"Contagion and Differentiation in Unethical Behavior" "PS" 1 2009 2008-07-14 0 3 0 0 0 0
"Context Effects in Word Recognition" "PS" 1 2003 2002-04-29 0 16 0 0 0 0
"Context Is Routinely Encoded During Emotion Perception" "PS" 1 2010 2009-05-21 0 4 0 0 0 0
"Context-gated statistical learning and its role in visual-saccadic decision...  EBSCOhost" "JEPG" 0 2012 2011-06-07 0 31 2 0 6.45 0
"Contextual Illusions Reveal the Limit of Unconscious Visual Processing" "PS" 1 2011 2010-07-19 0 8 0 0 0 0
"Contextual Moderation of Racial Bias  The Impact of Social Roles on Control...  EBSCOhost" "JPSP" 0 2004 2001-10-29 0 40 1 0 2.5 0
"Contextual variations in implicit evaluation  EBSCOhost" "JEPG" 0 2003 2001-10-11 0 13 0 0 0 0
"Contextualizing Change in Marital Satisfaction During Middle Age" "PS" 1 2008 2007-08-24 0 9 1 1 11.11 11.11
"Contrast effects in priming paradigms  Implications for theory and research...  EBSCOhost" "JPSP" 0 2009 2008-10-15 0 33 0 0 0 0
"Contrast effects in spontaneous evaluations  A psychophysical account  EBSCOhost" "JPSP" 0 2009 2008-03-21 0 32 2 0 6.25 0
"Contributions of source and inhibitory mechanisms to age-related retroactiv...  EBSCOhost" "JEPG" 0 2003 2001-11-27 0 4 0 0 0 0
"Control deprivation and styles of thinking  EBSCOhost" "JPSP" 0 2012 2010-11-14 0 62 2 0 3.23 0
"Controlling Intentions" "PS" 1 2013 2012-12-21 0 11 0 0 0 0
"Controlling Racial Prejudice" "PS" 1 2005 2004-12-01 0 3 2 0 66.67 0
"Controlling the Unconscious" "PS" 1 2011 2010-07-05 0 23 4 0 17.39 0
"Converging Evidence That Stereotype Threat Reduces Working Memory Capacity  EBSCOhost" "JPSP" 0 2003 2002-05-21 0 44 7 0 15.91 0
"Coordination of Voluntary and Stimulus-Driven Attentional Control in Human Cortex" "PS" 1 2005 2004-01-30 0 4 0 0 0 0
"Coping With Stereotype Threat  Denial as an Impression Management Strategy  EBSCOhost" "JPSP" 0 2005 2004-06-25 0 55 3 0 5.45 0
"Coregistration of eye movements and EEG in natural reading  Analyses and re...  EBSCOhost" "JEPG" 0 2011 2009-11-04 0 10 0 0 0 0
"Corollary Discharge Provides the Sensory Content of Inner Speech" "PS" 1 2013 2012-07-04 0 3 1 0 33.33 0
